Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Floresta,-34.6281055,-58.4837914,La Cocina de Batata's,-34.62592498612955,-58.48595019669698,Comfort Food Restaurant
Floresta,-34.6281055,-58.4837914,Fábrica de Pastas 12 de Octubre,-34.62457647265596,-58.48275865718841,Deli / Bodega
Floresta,-34.6281055,-58.4837914,Puerto Deseado,-34.63005362881363,-58.48713994054578,Argentinian Restaurant
Floresta,-34.6281055,-58.4837914,Jugueteria Canalejas,-34.6256030656547,-58.48174823914573,Toy / Game Store
Floresta,-34.6281055,-58.4837914,Panadería Árabe Fatay,-34.625091644356665,-58.48077258230497,Middle Eastern Restaurant
Floresta,-34.6281055,-58.4837914,Plaza Vélez Sársfield,-34.629853293746024,-58.48270833492278,Plaza
Floresta,-34.6281055,-58.4837914,Zas,-34.63027704240613,-58.481662273406975,Café
Floresta,-34.6281055,-58.4837914,Coto,-34.629151834347205,-58.48166349615018,Supermarket
Floresta,-34.6281055,-58.4837914,Mi Vaca Y Yo,-34.62941382033012,-58.48822836561277,Argentinian Restaurant
Constitución,-34.624246,-58.3836324,Aramburu,-34.62042774669655,-58.38293857053526,Argentinian Restaurant
Constitución,-34.624246,-58.3836324,Sede UTHGRA,-34.62316403998788,-58.38335334894859,Pool
Constitución,-34.624246,-58.3836324,San Jose Futbol,-34.62333189698425,-58.38607731806438,Soccer Field
Constitución,-34.624246,-58.3836324,Havanna,-34.62831939378023,-58.381361067295074,Café
Constitución,-34.624246,-58.3836324,Aquabat Restobar,-34.62207802019917,-58.3788523671503,Argentinian Restaurant
Constitución,-34.624246,-58.3836324,Vivaldi Libros Bar,-34.62106519886183,-58.38433985727038,Café
Constitución,-34.624246,-58.3836324,Arte Cinema,-34.62708204804441,-58.38290864861174,Indie Movie Theater
Constitución,-34.624246,-58.3836324,Santiago del Estero Fútbol,-34.622926057546856,-58.384785214798754,Soccer Field
Constitución,-34.624246,-58.3836324,Nuevo Gogy,-34.62222736622614,-58.383253063259446,BBQ Joint
Constitución,-34.624246,-58.3836324,Plazoleta Lola Mora,-34.62283022734988,-58.388316035270684,Plaza
Constitución,-34.624246,-58.3836324,Todo en Pilas,-34.62222986222918,-58.381503224372864,Electronics Store
Constitución,-34.624246,-58.3836324,Playas Del Carmen,-34.62211420930686,-58.38137844175771,Café
Constitución,-34.624246,-58.3836324,Av. San Juan y Av. 9 de Julio,-34.62212656370183,-58.38085949420929,Intersection
Constitución,-34.624246,-58.3836324,Av. San Juan y Av. 9 de julio,-34.62228,-58.380672,Intersection
Constitución,-34.624246,-58.3836324,Parada Línea 39,-34.62728090268594,-58.38216106969038,Bus Station
Constitución,-34.624246,-58.3836324,Metrobus - Estación Constitución,-34.626538268596946,-58.38080048561096,Bus Stop
Constitución,-34.624246,-58.3836324,Constitución Palace Hotel,-34.62779254318271,-58.38221678339372,Hotel
Constitución,-34.624246,-58.3836324,Parada Linea 12,-34.62725317381646,-58.380350389216616,Bus Stop
Constitución,-34.624246,-58.3836324,McDonald's,-34.62798171127395,-58.38216304779053,Fast Food Restaurant
San Cristóbal,-34.6240603,-58.40238960000001,Centro Okinawense,-34.62353932536335,-58.40208181255191,Cultural Center
San Cristóbal,-34.6240603,-58.40238960000001,Saverio Helados,-34.62389851336805,-58.40426445007324,Ice Cream Shop
San Cristóbal,-34.6240603,-58.40238960000001,Nueva Casa Japonesa,-34.621735,-58.39899,Japanese Restaurant
San Cristóbal,-34.6240603,-58.40238960000001,Axion Gym,-34.62421748507603,-58.405499909393946,Gym / Fitness Center
San Cristóbal,-34.6240603,-58.40238960000001,El Nuevo Emporio,-34.625015343136866,-58.40158760547638,Convenience Store
San Cristóbal,-34.6240603,-58.40238960000001,Momento Dolce,-34.62383151485073,-58.40250683042126,Ice Cream Shop
San Cristóbal,-34.6240603,-58.40238960000001,Okiren Sushi Bar,-34.623633509177566,-58.40208046001933,Sushi Restaurant
San Cristóbal,-34.6240603,-58.40238960000001,La Posta,-34.62441865800127,-58.40707142446853,Pizza Place
San Cristóbal,-34.6240603,-58.40238960000001,Bazar Chef,-34.62478664614802,-58.401951719413596,Furniture / Home Store
San Cristóbal,-34.6240603,-58.40238960000001,Kainos,-34.625351203781044,-58.40735072078704,Ice Cream Shop
San Cristóbal,-34.6240603,-58.40238960000001,Farmacity,-34.62374132460256,-58.40232723560506,Pharmacy
San Cristóbal,-34.6240603,-58.40238960000001,Teatro Mandril,-34.62272535296719,-58.40338178909219,Theater
San Cristóbal,-34.6240603,-58.40238960000001,Penalty Futbol Center,-34.62518247056884,-58.39902671088586,Soccer Field
San Cristóbal,-34.6240603,-58.40238960000001,Confitería La Helvética,-34.623143930421946,-58.39791007571374,Dessert Shop
San Cristóbal,-34.6240603,-58.40238960000001,Domenica Pizza,-34.62373320320975,-58.401272836183935,Pizza Place
San Cristóbal,-34.6240603,-58.40238960000001,Pausa II,-34.6227320037939,-58.40244266302384,Café
San Cristóbal,-34.6240603,-58.40238960000001,Av. San Juan y Av. Jujuy,-34.623798445837245,-58.40233121581136,Intersection
San Cristóbal,-34.6240603,-58.40238960000001,Estación Humberto 1° [Línea H],-34.623108336191095,-58.40233325958252,Metro Station
San Cristóbal,-34.6240603,-58.40238960000001,Teatro Orlando Goñi,-34.62515660116722,-58.40106725692748,Indie Theater
San Cristóbal,-34.6240603,-58.40238960000001,El Galpón Multiespacio,-34.62532321485166,-58.406153917545815,Theater
San Cristóbal,-34.6240603,-58.40238960000001,Parada 126 (Humberto Primo & La Rioja),-34.62323175412682,-58.407000947554835,Bus Stop
San Cristóbal,-34.6240603,-58.40238960000001,Fabrica de Pasta Santa Elena,-34.62444214660118,-58.4073954874171,Italian Restaurant
San Cristóbal,-34.6240603,-58.40238960000001,Tinta Roja,-34.625365177914226,-58.4073520210512,Breakfast Spot
Boedo,-34.630251799999996,-58.41879,Pizzería San Antonio,-34.63153061951951,-58.41608226299286,Pizza Place
Boedo,-34.630251799999996,-58.41879,La Tacita,-34.632665,-58.416184,Argentinian Restaurant
Boedo,-34.630251799999996,-58.41879,Martita,-34.62717431726518,-58.41737456894125,Argentinian Restaurant
Boedo,-34.630251799999996,-58.41879,Roque - Almacén de Comidas,-34.633165678461154,-58.420418332649774,Argentinian Restaurant
Boedo,-34.630251799999996,-58.41879,La Pituca,-34.633068734161384,-58.41927761150079,Argentinian Restaurant
Boedo,-34.630251799999996,-58.41879,La Taberna de Roberto,-34.633104252403676,-58.417869659204094,Argentinian Restaurant
Boedo,-34.630251799999996,-58.41879,Garay,-34.632033916341456,-58.42100008895494,BBQ Joint
Boedo,-34.630251799999996,-58.41879,Nuevo Tobago,-34.62606951406979,-58.42026714343024,Breakfast Spot
Boedo,-34.630251799999996,-58.41879,Club Estrella de Boedo,-34.62873222321161,-58.422989839604455,Soccer Field
Boedo,-34.630251799999996,-58.41879,Quintino futbol,-34.628250514203366,-58.42128911168395,Soccer Field
Boedo,-34.630251799999996,-58.41879,Av. Garay y Boedo,-34.631369509437235,-58.41592937707901,Intersection
Boedo,-34.630251799999996,-58.41879,CUGON CLUB FEFI,-34.627357482910156,-58.41781234741211,Soccer Field
Boedo,-34.630251799999996,-58.41879,San Marino,-34.632524,-58.416027,Ice Cream Shop
Boedo,-34.630251799999996,-58.41879,A.PA.NO.VI,-34.62764860305535,-58.41590142063361,Soccer Field
Boedo,-34.630251799999996,-58.41879,Dolce Amaretto,-34.62609841781632,-58.420660176518105,Dessert Shop
Boedo,-34.630251799999996,-58.41879,Bonafide,-34.62590573156024,-58.41995794855732,Breakfast Spot
Vélez Sarsfield,-34.631196100000004,-58.492555599999996,Club Vélez Sarsfield Norte,-34.6341870635313,-58.48883776818703,Sports Club
Vélez Sarsfield,-34.631196100000004,-58.492555599999996,Mi Vaca Y Yo,-34.62941382033012,-58.48822836561277,Argentinian Restaurant
Vélez Sarsfield,-34.631196100000004,-58.492555599999996,Metrobus - Estación Carrasco,-34.629508996365985,-58.494805097579956,Bus Stop
Vélez Sarsfield,-34.631196100000004,-58.492555599999996,El Viejo Bodegón,-34.627693620676126,-58.49014810728506,Argentinian Restaurant
Vélez Sarsfield,-34.631196100000004,-58.492555599999996,Homero Fútbol,-34.628407389700534,-58.49603709198704,Soccer Field
Villa Luro,-34.63707470000001,-58.501507499999995,De Pan & Cía.,-34.63774424146116,-58.499368929283555,Bakery
Villa Luro,-34.63707470000001,-58.501507499999995,Bonafide,-34.63791697527724,-58.5035303235054,Coffee Shop
Villa Luro,-34.63707470000001,-58.501507499999995,El Bodegón de Villa Luro,-34.63790856179322,-58.50199341773987,Argentinian Restaurant
Villa Luro,-34.63707470000001,-58.501507499999995,El Argentino,-34.638116002199595,-58.503334522247314,Pizza Place
Villa Luro,-34.63707470000001,-58.501507499999995,Lo de Osvaldo,-34.637162654768396,-58.49736928939819,BBQ Joint
Villa Luro,-34.63707470000001,-58.501507499999995,Coto,-34.638098347717126,-58.502604961395264,Supermarket
Villa Luro,-34.63707470000001,-58.501507499999995,Club Amigos de Villa Luro,-34.638446553534536,-58.50022378881702,Sports Club
Villa Luro,-34.63707470000001,-58.501507499999995,Grill Asturias,-34.63812924305899,-58.504718542099,Spanish Restaurant
Villa Luro,-34.63707470000001,-58.501507499999995,7 Vidas - Drinks & Beer,-34.638638,-58.50438,Brewery
Villa Luro,-34.63707470000001,-58.501507499999995,Chungo,-34.63896560668945,-58.50335693359375,Ice Cream Shop
Villa Luro,-34.63707470000001,-58.501507499999995,AlmaViva,-34.63875255005271,-58.49963179667426,Dance Studio
Villa Luro,-34.63707470000001,-58.501507499999995,Boule Bar,-34.639400983963085,-58.50561266855437,Café
Villa Luro,-34.63707470000001,-58.501507499999995,Vicente,-34.63264598736196,-58.501291588360914,Argentinian Restaurant
Villa Luro,-34.63707470000001,-58.501507499999995,Sandro Nature - Helados & Café,-34.63293935690609,-58.50305142919746,Ice Cream Shop
Parque Patricios,-34.6374817,-58.401238600000006,El Soñado,-34.638783095306835,-58.40150650983244,Restaurant
Parque Patricios,-34.6374817,-58.401238600000006,El Globito,-34.63705407840039,-58.40581342577934,Pizza Place
Parque Patricios,-34.6374817,-58.401238600000006,Honest Food Co.,-34.63936063374209,-58.403390049934394,Burger Joint
Parque Patricios,-34.6374817,-58.401238600000006,Torres Blancas,-34.63550330087713,-58.39657553662826,Pizza Place
Parque Patricios,-34.6374817,-58.401238600000006,Freddo,-34.637225,-58.40556,Ice Cream Shop
Parque Patricios,-34.6374817,-58.401238600000006,Havanna,-34.636859786891826,-58.405735977429906,Café
Parque Patricios,-34.6374817,-58.401238600000006,Galileo,-34.636238486212626,-58.40576312870088,Bakery
Parque Patricios,-34.6374817,-58.401238600000006,Faricci Helados & Cafe,-34.63713528995055,-58.4050315618515,Ice Cream Shop
Parque Patricios,-34.6374817,-58.401238600000006,Starbucks,-34.63708851885719,-58.406053483486176,Coffee Shop
Parque Patricios,-34.6374817,-58.401238600000006,Subway,-34.63599601309926,-58.40586971810001,Sandwich Place
Parque Patricios,-34.6374817,-58.401238600000006,La Quintana,-34.63704671010162,-58.40547481210758,Restaurant
Parque Patricios,-34.6374817,-58.401238600000006,El Pipi,-34.63773464168425,-58.39797092935162,Argentinian Restaurant
Parque Patricios,-34.6374817,-58.401238600000006,Parque Florentino Ameghino,-34.63546637942332,-58.39653515386669,Park
Parque Patricios,-34.6374817,-58.401238600000006,El Noble,-34.636368190204784,-58.40385675430298,Empanada Restaurant
Parque Patricios,-34.6374817,-58.401238600000006,Los Abuelos,-34.63480241068277,-58.399189710617065,Bakery
Parque Patricios,-34.6374817,-58.401238600000006,Estación Parque Patricios [Línea H],-34.63772760271713,-58.405916690826416,Metro Station
Parque Patricios,-34.6374817,-58.401238600000006,Carrefour Express,-34.635220616844876,-58.405659198760986,Grocery Store
Mataderos,-34.6578631,-58.50176170000001,La Boulevard,-34.65459450966716,-58.50537159634283,Dessert Shop
Mataderos,-34.6578631,-58.50176170000001,Polideportivo Club Atlético Nueva Chicago,-34.66077782866008,-58.499550375855705,Soccer Field
Mataderos,-34.6578631,-58.50176170000001,Skate Park Mataderos,-34.6599961386111,-58.50199733027053,Skate Park
Mataderos,-34.6578631,-58.50176170000001,El Puente,-34.661259970447865,-58.505243316647814,Cheese Shop
Villa Lugano,-34.6741532,-58.4776892,Restaurante Piuke,-34.67309,-58.478252,Argentinian Restaurant
Villa Lugano,-34.6741532,-58.4776892,La Moderna,-34.6760751139324,-58.4766851306825,Dessert Shop
Villa Lugano,-34.6741532,-58.4776892,Nicolo,-34.67133928377786,-58.47845830842519,Ice Cream Shop
Villa Lugano,-34.6741532,-58.4776892,A Pesar De Todo,-34.67695824933507,-58.47518519985688,Bar
Villa Lugano,-34.6741532,-58.4776892,La Perla,-34.67773025899849,-58.478185081136424,Bakery
Villa Lugano,-34.6741532,-58.4776892,Farmacia Belén,-34.67293948478201,-58.47336597927495,Pharmacy
Villa Lugano,-34.6741532,-58.4776892,Sunflowers S&P Gym,-34.672994073096575,-58.47334660844985,Gym
Villa Lugano,-34.6741532,-58.4776892,Club Atletico Lugano,-34.677934945381885,-58.47792863845825,Gym / Fitness Center
Villa Lugano,-34.6741532,-58.4776892,Heladería Nicolo,-34.67266168843062,-58.48264601629464,Ice Cream Shop
Villa Lugano,-34.6741532,-58.4776892,Parada Linea 80,-34.66981752446079,-58.47856425387564,Bus Stop
Villa Lugano,-34.6741532,-58.4776892,Parada Linea 56,-34.67597695389681,-58.472759702703065,Bus Stop
San Telmo,-34.621401299999995,-58.37375,Dobar Tek,-34.622006804778096,-58.37349560039152,Eastern European Restaurant
San Telmo,-34.621401299999995,-58.37375,La Casa del Dulce de Leche,-34.62017878593085,-58.37147549885683,Deli / Bodega
San Telmo,-34.621401299999995,-58.37375,Bar El Federal,-34.61961364846594,-58.37430454320788,Bar
San Telmo,-34.621401299999995,-58.37375,Espiche Beer House,-34.62059435903337,-58.37243012468198,Bar
San Telmo,-34.621401299999995,-58.37375,Plaza Dorrego,-34.62046092318359,-58.37169918081251,Plaza
San Telmo,-34.621401299999995,-58.37375,Circus Hostel & Hotel,-34.619938203512206,-58.37559764814967,Hostel
San Telmo,-34.621401299999995,-58.37375,Museo de Arte Moderno de Buenos Aires (MAMBA),-34.622082,-58.371136,Art Museum
San Telmo,-34.621401299999995,-58.37375,Saigón,-34.61941692624428,-58.37283913793508,Vietnamese Restaurant
San Telmo,-34.621401299999995,-58.37375,Puerto Limón Hostel,-34.620588228582896,-58.375537714796884,Hotel
San Telmo,-34.621401299999995,-58.37375,Mash - British Curry House,-34.62356743446115,-58.37121963500976,English Restaurant
San Telmo,-34.621401299999995,-58.37375,Bier Life,-34.621094228886406,-58.37523307639551,Beer Bar
San Telmo,-34.621401299999995,-58.37375,"Anselmo Hotel, Curio Collection by Hilton",-34.620256418785765,-58.37228969766426,Hotel
San Telmo,-34.621401299999995,-58.37375,Amici Miei,-34.62037576605568,-58.37128400802612,Italian Restaurant
San Telmo,-34.621401299999995,-58.37375,The Gibraltar & Co.,-34.618403955906324,-58.37437677231121,Gastropub
San Telmo,-34.621401299999995,-58.37375,El Hornero,-34.619274,-58.372406,Empanada Restaurant
San Telmo,-34.621401299999995,-58.37375,María Fedele,-34.618834,-58.37297,Italian Restaurant
San Telmo,-34.621401299999995,-58.37375,Feria de San Pedro Telmo,-34.61950609238871,-58.3715844154358,Street Fair
San Telmo,-34.621401299999995,-58.37375,Doppelgänger Bar,-34.624313121763,-58.37268658478786,Cocktail Bar
San Telmo,-34.621401299999995,-58.37375,Restaurant Manolo,-34.62306895622882,-58.37288478184248,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,Havanna,-34.620403250048916,-58.371521009518176,Café
San Telmo,-34.621401299999995,-58.37375,Starbucks,-34.6206700890306,-58.37143456431899,Coffee Shop
San Telmo,-34.621401299999995,-58.37375,Coffee Town,-34.61930073020125,-58.37257566734695,Coffee Shop
San Telmo,-34.621401299999995,-58.37375,Nuestra Parrilla,-34.619531752306955,-58.37253928184509,BBQ Joint
San Telmo,-34.621401299999995,-58.37375,De Lucia,-34.619074,-58.37258,Tapas Restaurant
San Telmo,-34.621401299999995,-58.37375,Mercado de San Telmo,-34.61922647804121,-58.37253323998653,Flea Market
San Telmo,-34.621401299999995,-58.37375,CCCP,-34.619684883912136,-58.37700247764588,Russian Restaurant
San Telmo,-34.621401299999995,-58.37375,El Banco Rojo,-34.618013940703506,-58.373000621795654,Sandwich Place
San Telmo,-34.621401299999995,-58.37375,La Brigada,-34.61844834503403,-58.372779339551926,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,Alice's Tea House,-34.61961531209214,-58.371052456343754,Coffee Shop
San Telmo,-34.621401299999995,-58.37375,Naturaleza Sabia,-34.61890750184887,-58.37005790178835,Vegetarian / Vegan Restaurant
San Telmo,-34.621401299999995,-58.37375,Centro Cultural Clásico Fernandez,-34.619936,-58.377169,Cultural Center
San Telmo,-34.621401299999995,-58.37375,Sagardi Argentina,-34.62060384964438,-58.370402221878024,Spanish Restaurant
San Telmo,-34.621401299999995,-58.37375,Walrus Books,-34.61849889642843,-58.37461969859149,Used Bookstore
San Telmo,-34.621401299999995,-58.37375,Panadería y Confitería Europa,-34.61824792844923,-58.37545652313081,Bakery
San Telmo,-34.621401299999995,-58.37375,O'Xantar,-34.62393394875995,-58.37121114831449,Restaurant
San Telmo,-34.621401299999995,-58.37375,ChinChin,-34.618421,-58.372944,Gastropub
San Telmo,-34.621401299999995,-58.37375,Shokudo,-34.618478574381406,-58.371535184933215,Japanese Restaurant
San Telmo,-34.621401299999995,-58.37375,Untertürkheim,-34.62088545584941,-58.37861385566449,German Restaurant
San Telmo,-34.621401299999995,-58.37375,Museo de Arte Contemporáneo de Buenos Aires (MACBA),-34.6220091386664,-58.37018430233002,Art Museum
San Telmo,-34.621401299999995,-58.37375,Hotel Babel,-34.61879233856777,-58.370113493263354,Hotel
San Telmo,-34.621401299999995,-58.37375,Cervelar,-34.61945125891058,-58.37151256275379,Beer Bar
San Telmo,-34.621401299999995,-58.37375,Café Rivas,-34.618479211711595,-58.370183050586746,Café
San Telmo,-34.621401299999995,-58.37375,Yauss Club,-34.61850659054311,-58.373119098052186,Café
San Telmo,-34.621401299999995,-58.37375,Nikkai Shokudo,-34.61747578289725,-58.37623982406773,Japanese Restaurant
San Telmo,-34.621401299999995,-58.37375,Pasaje de la Defensa,-34.621565482529256,-58.37159782648086,Shopping Plaza
San Telmo,-34.621401299999995,-58.37375,El Refuerzo (Provisiones),-34.61851846013401,-58.37657312416676,Restaurant
San Telmo,-34.621401299999995,-58.37375,Patio Ezeiza,-34.62163491684007,-58.37168737935136,Café
San Telmo,-34.621401299999995,-58.37375,Kirie Music Club,-34.617294557392164,-58.37308906430605,Bar
San Telmo,-34.621401299999995,-58.37375,El Refuerzo,-34.61822124656275,-58.37588069248439,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,Pasaje Solar,-34.61963195382888,-58.369908097897806,Bistro
San Telmo,-34.621401299999995,-58.37375,The Nim Bar,-34.618081,-58.371575,Bar
San Telmo,-34.621401299999995,-58.37375,Bar Sur,-34.61842178219965,-58.37017777763898,Bar
San Telmo,-34.621401299999995,-58.37375,Don Ernesto,-34.61947482605149,-58.37124404420635,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,Antiques Market,-34.61776998116386,-58.37168331418845,Art Gallery
San Telmo,-34.621401299999995,-58.37375,Desnivel,-34.617971,-58.371781,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,Lo De Pepin,-34.61862,-58.371315,Pizza Place
San Telmo,-34.621401299999995,-58.37375,Persicco,-34.619527500116156,-58.371665713201985,Ice Cream Shop
San Telmo,-34.621401299999995,-58.37375,Hipopótamo Bar,-34.625324394348276,-58.37112220971089,Bar
San Telmo,-34.621401299999995,-58.37375,Bar Defensa,-34.62304966618097,-58.37129783286658,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,Quartier San Telmo,-34.624722004848415,-58.37577845005138,Residential Building (Apartment / Condo)
San Telmo,-34.621401299999995,-58.37375,Iglesia Nuestra Señora de Belén,-34.62069603028929,-58.37060754560595,Church
San Telmo,-34.621401299999995,-58.37375,Babieca Parrilla,-34.625515,-58.37245,BBQ Joint
San Telmo,-34.621401299999995,-58.37375,Babieca San Telmo,-34.625498,-58.372499,BBQ Joint
San Telmo,-34.621401299999995,-58.37375,Volta,-34.619313,-58.371599,Ice Cream Shop
San Telmo,-34.621401299999995,-58.37375,Pulpería Quilapán,-34.62354620706487,-58.37110609607592,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,Bar Plaza Dorrego,-34.62061856672117,-58.37140738964081,Bar
San Telmo,-34.621401299999995,-58.37375,Pizzería Pirilo,-34.61755631630408,-58.3716261898403,Pizza Place
San Telmo,-34.621401299999995,-58.37375,Freddo,-34.61847940467696,-58.371602199234715,Ice Cream Shop
San Telmo,-34.621401299999995,-58.37375,Che Taco,-34.61809608582103,-58.37014769758146,Mexican Restaurant
San Telmo,-34.621401299999995,-58.37375,Discos Eureka,-34.6226798464895,-58.37150354129449,Record Shop
San Telmo,-34.621401299999995,-58.37375,Farmacity,-34.62177073342762,-58.37113865153891,Pharmacy
San Telmo,-34.621401299999995,-58.37375,Mansion Vitraux Boutique Hotel,-34.619429948796025,-58.371122821364374,Hotel
San Telmo,-34.621401299999995,-58.37375,L'Ago,-34.61921896614377,-58.37157596231163,Gift Shop
San Telmo,-34.621401299999995,-58.37375,Iceland,-34.62068152232383,-58.37149492108838,Ice Cream Shop
San Telmo,-34.621401299999995,-58.37375,Kentucky,-34.621888,-58.371405,Pizza Place
San Telmo,-34.621401299999995,-58.37375,Rosa De Los Vientos,-34.6239154699406,-58.37120665502469,Tapas Restaurant
San Telmo,-34.621401299999995,-58.37375,Tienda Palacio,-34.618791912530355,-58.371601355033704,Furniture / Home Store
San Telmo,-34.621401299999995,-58.37375,Antigua Tasca de Cuchilleros,-34.6193876,-58.3704036,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,Todo Disfraz,-34.6212719177117,-58.36858034133911,Clothing Store
San Telmo,-34.621401299999995,-58.37375,Calle Defensa,-34.619038142380674,-58.37159514427185,Road
San Telmo,-34.621401299999995,-58.37375,Del Establo,-34.62501869821316,-58.37118552605944,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,La Vieja Rotiseria de Nonno Bachicha,-34.61917386644135,-58.3716580910236,Argentinian Restaurant
San Telmo,-34.621401299999995,-58.37375,La Resistencia,-34.61761051501171,-58.371681176773905,Bar
San Telmo,-34.621401299999995,-58.37375,Bar Británico,-34.62529577599287,-58.371087407872125,Restaurant
San Telmo,-34.621401299999995,-58.37375,Ribera Sur Hotel,-34.6210189836643,-58.36840855674967,Hotel
Saavedra,-34.5525291,-58.486275899999995,Panadería 9 de Julio,-34.55486364741684,-58.48449139442589,Bakery
Saavedra,-34.5525291,-58.486275899999995,Muy Heladobar,-34.554831696999706,-58.48411198921121,Ice Cream Shop
Saavedra,-34.5525291,-58.486275899999995,Paja Rota,-34.554916,-58.484135,Steakhouse
Saavedra,-34.5525291,-58.486275899999995,Axeso5,-34.553473297215575,-58.48880357555942,General Entertainment
Saavedra,-34.5525291,-58.486275899999995,Farmacity,-34.555085863070225,-58.48603670858796,Pharmacy
Saavedra,-34.5525291,-58.486275899999995,Cornelio,-34.54977455036195,-58.48248302936554,Restaurant
Saavedra,-34.5525291,-58.486275899999995,La Farola express,-34.55480618805863,-58.48629206748878,Restaurant
Saavedra,-34.5525291,-58.486275899999995,Pigmento,-34.554965092921485,-58.485975102217786,Cosmetics Shop
Saavedra,-34.5525291,-58.486275899999995,Parada 71,-34.55234155243896,-58.4893012046814,Bus Stop
Saavedra,-34.5525291,-58.486275899999995,El Record,-34.55489204447049,-58.48743056209192,Bakery
Saavedra,-34.5525291,-58.486275899999995,La Chilinga,-34.55244520794174,-58.48967234100129,Music Venue
Saavedra,-34.5525291,-58.486275899999995,FM Bar,-34.55189821452577,-58.482387810945504,Bar
Saavedra,-34.5525291,-58.486275899999995,Estación Saludable,-34.55153496212259,-58.48174823914573,Doctor's Office
Saavedra,-34.5525291,-58.486275899999995,Carritos de Retiro,-34.549759094192254,-58.489990208719725,Food Truck
Saavedra,-34.5525291,-58.486275899999995,Carrefour Express,-34.55511714700105,-58.490503260227634,Market
Saavedra,-34.5525291,-58.486275899999995,Plaza Hungría,-34.550697973310086,-58.491060733795166,Plaza
Coghlan,-34.559909600000005,-58.4747142,C.S.D El Tábano,-34.56138686230885,-58.47752588389733,Argentinian Restaurant
Coghlan,-34.559909600000005,-58.4747142,EGO'S | deli.kitchen,-34.56235153223526,-58.4757489790928,Café
Coghlan,-34.559909600000005,-58.4747142,Pardo Home Brew Beer,-34.56046855017389,-58.47195054557092,Brewery
Coghlan,-34.559909600000005,-58.4747142,Centro Ana Frank Argentina,-34.56275079680687,-58.47050410079469,History Museum
Coghlan,-34.559909600000005,-58.4747142,BONH FTC,-34.56077030000153,-58.469861404168306,Gym / Fitness Center
Coghlan,-34.559909600000005,-58.4747142,Gran Parrilla Crámer,-34.56074433569633,-58.4699299445716,BBQ Joint
Coghlan,-34.559909600000005,-58.4747142,Primera Parada,-34.56136522976232,-58.47647397070492,Pizza Place
Coghlan,-34.559909600000005,-58.4747142,Atilano,-34.557514,-58.47188,Pizza Place
Coghlan,-34.559909600000005,-58.4747142,Light Food,-34.560286367202245,-58.471619751488774,Food Service
Coghlan,-34.559909600000005,-58.4747142,The Food Coffee,-34.55937729788059,-58.47323364638607,Café
Coghlan,-34.559909600000005,-58.4747142,Parada 67,-34.55908055842884,-58.47456069913021,Bus Station
Coghlan,-34.559909600000005,-58.4747142,Parada 41,-34.56179700445454,-58.474755855241725,Bus Stop
Coghlan,-34.559909600000005,-58.4747142,Casa Libertella,-34.560752916067685,-58.47238612494468,Music Store
Coghlan,-34.559909600000005,-58.4747142,La Nueva Ugarte,-34.56339873108056,-58.47378565385401,Bakery
Coghlan,-34.559909600000005,-58.4747142,Patio Coghlan,-34.563113,-58.477146,Restaurant
Coghlan,-34.559909600000005,-58.4747142,La Unión,-34.56329482818541,-58.477538259946364,Café
Coghlan,-34.559909600000005,-58.4747142,Parada 19,-34.55570027902141,-58.47544169221263,Bus Station
Coghlan,-34.559909600000005,-58.4747142,Aloha,-34.563739271715576,-58.47748807569625,Fast Food Restaurant
Villa Urquiza,-34.5732414,-58.49147850000001,Oggi,-34.5727641602655,-58.491194768062314,Shoe Store
Villa Urquiza,-34.5732414,-58.49147850000001,Ladobueno,-34.57061976317127,-58.49209874868392,Ice Cream Shop
Villa Urquiza,-34.5732414,-58.49147850000001,Las Violetas,-34.5726229433245,-58.49102318286896,Bakery
Villa Urquiza,-34.5732414,-58.49147850000001,La Buenos Aires de Paco,-34.57413,-58.48994,Italian Restaurant
Villa Urquiza,-34.5732414,-58.49147850000001,Cantina Bruno,-34.57357703200803,-58.49072813987731,Italian Restaurant
Villa Urquiza,-34.5732414,-58.49147850000001,Pastas Frescas Supasta,-34.569776,-58.491781,Food & Drink Shop
Villa Urquiza,-34.5732414,-58.49147850000001,BlueDog,-34.57592175909602,-58.48806522706371,Beer Bar
Villa Urquiza,-34.5732414,-58.49147850000001,Urquiza Futbol,-34.57424557563593,-58.488159986798834,Soccer Field
Villa Urquiza,-34.5732414,-58.49147850000001,Cake & Coffee,-34.57147890588432,-58.4870320558548,Coffee Shop
Villa Urquiza,-34.5732414,-58.49147850000001,Club Círculo General Urquiza,-34.57505673122397,-58.48993420600891,Sports Club
Villa Urquiza,-34.5732414,-58.49147850000001,Confitería Dobos,-34.574804963366,-58.48702937364578,Bakery
